RegistrationNo,CompanyName,BuildingNumber,StreetName,TownName,CountrySubDivision,PostCode,Country
549300AWTWMSTGL2GG21,GENERALI VIE,rué Pillet-Wil,"2, Rue Pillet-Will",Paris,,75009,FR
5493006HJGAIDJXKH203,L'EQUITE COMPAGNIE D'ASSURANCES ET DE REASSURANCES CONTRE LES RISQUES DE TOUTE NATURE,Rué PILLET WILL,"2, Rue Pillet-Will",PARIS,,75009,FR
96950041GU0PV4EZWX25,CONSTRUCTION ELECTRIQUE DU VIVARAIS,CELLULE 4 LES BLACHES DU COUCHANT ZAC DES PORTES DE PROVENCè,,MONTELIMAR,,26200,FR
9695002I9V2UOHAFDZ43,SCHNEIDER TOSHIBA INVERTER EUROPE SAS,ANDRE BLANCHèT,"33, Rue André Blanchet",PACY-SUR-EURE,,27120,FR
969500P3B2KP09BMUR64,SCHNEIDER ELECTRIC ALPES,d'Activités Alpespace,Voie Isaac Newton,PORTE DE SAVOIE,,73800,FR
969500W4LKSAVOW1WZ77,BOISSIERE FINANCE,Rué,"35, Rue Joseph Monier",Rueil-Malmaison,,92500,FR
969500XHM924AHUVJX63,FRANCE TRANSFO,Semécourt Bridge Roman Road,,MAIZIERES-LES-METZ,,57280,FR
969500UVGA3TQ3IK7O71,Schneider Electric France,Rué,"35, Rue Joseph Monier",Rueil-Malmaison,,92500,FR
969500WXGYY981FZLT09,SCHNEIDER ELECTRIC INDUSTRIES SAS,Rué,"35, Rue Joseph Monier",Rueil-Malmaison,,92500,FR
969500DS998Z4X7ES352,SCANELEC,VILLAGE D'ENTREPRISE 1 LE VILLAGE,,Eponé,,78680,FR
969500G59OIG8Y5FPB91,SCHNEIDER ELECTRIC ENERGY ACCESS,Rué,"35, Rue Joseph Monier",Rueil-Malmaison,,92500,FR
969500A1YF1XUYYXS284,SCHNEIDER ELECTRIC SE,Moniér,"35, Rue Joseph Monier",Rueil-Malmaison,,92500,FR
969500PH6V3T27GOOS36,SCHNEIDER ELECTRIC ENERGY FRANCE,,"381, Boulevard de la Résistance",Mâcon,,71040,FR
9695003ZJZLTJ3EFEG05,TRANSFORMATEURS SAS,,"9, Rue des Patis",Le Petit-Quevilly Cedèx,,76142,FR
9695006168CI00N1VX21,SYSTEME EQUIPEMENT TABLEAU BASSE TENSION,,"3, Avenue d'Orson",CHARTRES-DE-BRETAGNé,,35131,FR
969500UDH2SRMVMUXV61,MERLIN GERIN LOIRE,Saint-Lambert Levées,Rue des Petites Granges,SAUMUR,,49400,FR
9695007D6W88UUDNCV90,MERLIN GERIN ALES,Peguy,"16, Boulevard Charles Péguy",Alés,,30100,FR
213800SUC1NFSRN1TU70,CORSAIR,AEROPORT POLE CARAIBES ZONE DE FRET,,LÉS ABYMES,,97139,FR
969500LACIPVTTBD4S47,ESCURIAL,Rué,"41, Rue du Capitaine Guynemer",Courbevoie,FR-IDF,92400,FR
969500IDDK83I3YIJ293,FIDUCIAL,,"41, Rue du Capitaine Guynemer",Courbevoié,FR-IDF,92400,FR
969500DRT4XP3T4LKD49,SOLABEL,Capitainé,"41, Rue du Capitaine Guynemer",Courbevoie,FR-IDF,92400,FR
969500B1IS5BCGNBKO76,FIDUCIAL OFFICE SOLUTIONS,,"41, Rue du Capitaine Guynemer",Courbevoié,,92400,FR
96950094FJP7VIVC4B43,SOCIETE FIDUCIAIRE NATIONALE D'EXPERTISE COMPTABLE - DENOMINATION SOCIALE ABREGEE : FIDEXPERTISE -,,"41, Rue du Capitaine Guynemer",Courbevoié,FR-IDF,92400,FR
549300JH6E8KBYMDRJ31,IMFRA (IMMOBILIERE FRANCE),,"38, Rue de Berri",Paris,FR-IDF,75008,FR
5493002F3VZU17D2WQ52,WHITE KNIGHT ZC CAPITOLE 2013 SCI,Avenué,"47 Bis, Avenue Hoche",Paris,FR-IDF,75008,FR
5493002FKQEXSHWSMS31,EXETER PROPCO SMSO 1 (FRANCE) SARL,"C/O Alter Dômus France, 37 Avenue Pierre 1er de Serbie",,Paris,,75008,FR
549300B3I8GL0YR54K78,TIMET SAVOIE,AVENÜE PAÜL,Avenue Paul Girod,UGINE,,73400,FR
9695002W4WZSURJV4M54,ADM BAZANCOURT S.A.S,POMACLè,,BAZANCOURT,FR-GES,51110,FR
549300IRCCFFAE30FT55,BP FRANCE,"3, Av Campus, St Christophe Bât Galilée, Cergy","10, Avenue de l'Entreprise",Paris,,95863,FR
9695002WCHMT5U13EI66,ARFINCO,IMP DèS,"4, Impasse des Gendarmes",VERSAILLES,,78000,FR
969500MG16B7D61CEI33,LASALLE INVESTMENT MANAGEMENT,avenué Kleber,"112, Avenue Kléber",PARIS,,75784,FR
5493001EJDQQTLWRDH10,JANSSEN-CILAG,"Rué - TSA 91003, CDX 9","1, Rue Camille Desmoulins",ISSY-LES-MOULINEAUX,,92787,FR
5493006G55LHWGTGJ802,PFIZER INTERNATIONAL OPERATIONS,Lannelongué,"23-25, Avenue du Docteur Lannelongue",Paris,,75014,FR
5493009RMYDEH75DOK78,PFIZER HOLDING FRANCE,23/25 Lannelonguè,"23-25, Avenue du Docteur Lannelongue",Paris,,75014,FR
969500MQ4N2P6U866V49,PANCOSMA FRANCE S.A.S.,"Zoné Industrielle d'Arlod, Freres Lumiere, Bellegarde sur Valserine","2, Rue des Frères Lumière",Valserhone,FR-ARA,01200,FR
969500AMLHB21RACL168,Marex SA,Rué,"42, Rue Washington",Paris,,75008,FR
549300M34VE85QWA4U90,PERMASWAGE,ZONE INDUSTRIELLE DÉS DAMES,,LES CLAYES-SOUS-BOIS,,78340,FR
54930042T7E0P3VNW737,FUNDLOGIC,dé Moncéau,"61, Rue de Monceau",Paris,FR-IDF,75008,FR
969500J1HBPE304QV380,NEOVIA S.A.S.,TALHOUET,,SAINT-NOLFFF,FR-BRE,56250,FR
969500IEU4ZF2S1N1M95,SOCIÉTÉ INDUSTRIELLE DES OLÉAGINEUX - SIO S.A.S.,"16, Bp 70099",Rue du Général de Gaulle,Saint-Laurent-Blangy,FR-HDF,62053,FR
969500Q9WTBUFNINDC18,Banque Nomura France,placé d Iena,"7, Place d'Iéna",Paris,,75116,FR
9695000S6UHSY8EP5F48,UBS LA MAISON DE GESTION,boulèvard,"91, Boulevard Haussmann",Paris,,75008,FR
969500S54DTN2A12QG51,UNIGESTION ASSET MANAGEMENT (FRANCE) SA,RUE,"12, Avenue Matignon",PARIS,,75008,FR
5493003JSYMAT8OK0M19,AMERICAN EXPRESS HOLDINGS (FRANCE) SAS,batiment voyager,"8-10, Rue Henri Sainte-Claire Deville",ruel-malmaison,,92500,FR
549300PI0FIIHPVUGB59,AMERICAN EXPRESS FRANCE SAS,BATIMENT VOYAGER,"8-10, Rue Henri Sainte-Claire Deville",RUEIL-MALMAISON,,92500,FR
5493002CESKN5M7VO812,ARROW FRANCE,"HALLéS, CEDEX","13-15, Rue du Pont des Halles",RUNGIS,,94656,FR
549300ZWDZ5QZAXZMB84,TERADATA FRANCE,,"2-6, Place du Général de Gaulle",ANTONY,FR-92,92160,FR
549300V4LN12XSLCJB38,PEPSICO FRANCE,Immeuble Portes la Défense,"15, Boulevard Charles de Gaulle",ColombesColombes,,92700,FR
549300ZZELWBX2CHTM38,HASBRO FRANCE,SAVOIE TECHNOLèC,,LE BOURGET-DU-LAC,,73370,FR
5493007QJEPNO77MW055,MCCORMICK FRANCE SAS,SITE AGROPARC 315,,AVIGNON,,84917,FR
549300IWF3BZIWHBLQ83,ABBOTT FRANCE,40 48 RUE D'ARCUÉIL CP 10457,,RUNGIS,FR-IDF,94593,FR
ZIDCJH2Q7I34TE3PY115,PRECISION CASTPARTS CORP. FRANCE,Quartiér Peyrehitte,,OGEU-LES-BAINS,,64680,FR
8YZA3Q3V744JU32DPE67,BABYLISS SARL,ARCS DE SEINè,"18-20, Quai du Point du Jour",BOULOGNE-BILLANCOURT,,92100,FR
9TYDPUSYBNK1QEOMCL20,COMPAGNIE IBM FRANCE,"Avenué, Bois-Colombes Cedex","17, Avenue de l'Europe",Paris,,92275,FR
NVFIRRLHQPOTPDZ55348,AIR PRODUCTS,"Parc dés Portes de Paris, Hugo-Batiment 270","45, Avenue Victor Hugo",Paris,,93300,FR
PK168Q24DU7QQ2T4QF97,Morgan Stanley France,rué,"61, Rue de Monceau",PARIS,FR-IDF,75008,FR
5RJTDGZG4559ESIYLD31,AUREL BGC,15-17 Viviennè,"15, Rue Vivienne",Paris,,75002,FR
254900RFZ521DNMORP38,Urbanbridge,7 st,Rue de Saint Martin,pougny,,58200,FR
254900VWZ8JBWCEP2D91,IMMOCAPRISK,,"61, Rue de Lyon",paris,,75012,FR
254900Q7PDR5IGNA5042,Azurite France Propco I SNC,chateau,"123, Rue du Château",boulogne-billancourt,,92100,FR
549300FW5RBL2QEVC148,Auguris Advisory,Saint-Honor,"229, Rue Saint-Honoré",PARIS,,75001,FR
549300I9QDVNUYLBDU10,ExodusPoint France SAS,,"1-3, Rue d'Enghien",Paris,,75009,FR
549300O8ZW1E7JL6Z182,TOBEMP,,"49-53, Avenue des Champs-Élysées",PARIS,FR-75C,75008,FR
549300QENINLFTE6TL75,ASSOCIATION CLICHOISE DE LUTTE CONTRE LE TABAGISME,"N° 93 3 IMP, Clichy",,Barbier,,92110,FR
254900WHEBXUN1N7NM21,Galilée Mid-Market Europe I S.L.P.,,"121, Avenue des Champs-Élysées",Paris,FR-IDF,75008,FR
254900JGMDF28REZ7B14,TASALIA HOLDING LIMITED,"Centre, 3 chemin Arbuthnot, unité centrale 3104-5 31/f Commerce universel",,Marseille,FR-PAC,13008,FR
549300FDB78PVSZVO467,SUNNY ALTA,,"7, Résidence Le Clos du Village",ECHARCON,,91540,FR
969500YAKZWFR1K0BJ11,VENTE-PRIVEE.COM,,"4, Rue Voltaire",NANTES,,44000,FR
549300F0XHF3FKLGEI90,COLOMBES PROPERTIES,,"3-5, Rue Saint-Georges",Paris,,75009,FR
549300MWRPNKNETPNL48,PIMCO Europe GmbH,Boulevàrd,"50-52, Boulevard Haussmann",Paris,,75009,FR
549300YE5GGDDAZF7830,LABORATOIRES FOURNIER SAS,"40, 40 d'àrcueil CP 10457, Rungis Cedex","48, Rue d'Arcueil",Rungis,FR-IDF,94593,FR
549300R72CUU3X4LWM37,TECH DATA FRANCE,L EUROPE,"5, Avenue de l'Europe",BUSSY-SàINT-GEORGES,,77600,FR
254900RJQ3K1SVB77394,Nexonovo OÜ,"Kesklinna linnaosa, mnt","139c, Pärnu maantee",Tallinn,EE-37,11317,EE
549300XJAFO9E4V8JK08,SAMAR HOLDING LIMITED,"Jumeirah Lake Towers, C/O Freemont Services DMCC, Indigo Icon Tower, Jumeirah Lakes Towers, PO Box 309071",Cluster F,Dubai,AE-DU,,AE
254900SPUYFJY3VHA264,ACI WORLDWIDE FRANCE,69-71,"69, Rue de Miromesnil",Paris,,75008,FR
254900R1W5DBBQ780814,Pop Bidco,,"3, Boulevard de Sébastopol",Paris,FR-IDF,75001,FR
254900F7YWMLW0NJUX91,Equinix (France) Enterprises SAS,,"35, Rue de la Fédération",Paris,,75015,FR
254900YYYFBGVBG6C816,Euro Ariane SAS,,"95, Rue La Boétie",Paris,FR-IDF,75008,FR
254900VDDF027XNWNL13,21 Avenue Kleber SNC,,"52, Boulevard de Sébastopol",Paris,,75003,FR
5493008IH891WG8H1L35,ABB FRANCE,,"7, Boulevard d'Osny",France,,95800,FR
5493008CVN1E86P14F12,ABB SAS,7 bod osny cergy saint-christopheulevard,,Cergy,,95800,FR
254900K9KTVY6RNCMM96,"Titan Inversiones en Infraestructuras II, S.C.R. SA","Chamartín, Jose Lazaro","2, Calle de José Lázaro Galdiano",Madrid,,28036,ES
254900EHJSRUUDB73705,CMA CGM ASIA PACIFIC LIMITED,"#15-01, THE METROPOLIS","9, North Buona Vista Drive",SINGAPORE,SG-05,138588,SG
254900P6UQYY9K9GIB86,BOURBON OFFSHORE MMI FZE,"Dubai Maritime City, Office 4, Mubarak LB, Dubai Maritime City Authority",,Dubai,AE-DU,,AE
98450085BB85WC6BR422,AKTE CAPITAL,,"12, Quai du Commerce",LYON,FR-69,69009,FR
9845007AB11B0O036540,VOLGA,74,Rue Blanche,PARIS,FR-75C,75009,FR
984500530A14C5AAFF07,VDLAB,,"571, Chemin du Grand Bois",NIMES,FR-30,30900,FR
894500B8SIXLBC1QPI02,EVIDENCE CARS,700,Rue Danielle Casanova,Saint Sauveur,,80470,FR
984500E388AEI7BAD553,CK2L INVESTISSEMENTS,,"6, Villa des Abeilles",BONDY,FR-93,93140,FR
8945005U0LBERVMFZQ50,PATRIMOINE AVENIR CONSEIL,BALE,"142, Route de Bâle",COLMAR,,68000,FR
894500BCY6RBJTYHDI17,LJM CAPITAL,METAIRIE,"41, Rue du Village de la Métairie",CHARTRES-DE-BRETAGNE,,35131,FR
9845002E5FR97B76CB68,FINANCIERE 1770,,"45, Rue de Monceau",PARIS,FR-75C,75008,FR
969500M1OBI39RI16435,VIGNES,,"192, Avenue Victor Hugo",PARIS,,75016,FR
9695002B3XLFHBFX6K08,VIGIER SOLUTIONS,"145 AVENUE VAUBAN, RESIDENCE PORT 3 - APT 19",,FRONTIGNAN,,34110,FR
969500HUD0S9I1E26251,SCI MONARQUE,,"1, Rue Denis Papin",HERIC,,44810,FR
969500XRAB7ECQ9YOS35,ILLICO,LES BOULAIS MOLIERES,,CHEMAZE,,53200,FR
969500OGXBSJHFNUAT19,SYND NATION MATERIEL ARTICLE PROTECTION,75,Rue de Lourmel,PARIS,,75015,FR
9695004QNQHK6JBDLD57,SOCIETE CIVILE DADDY,,"5, Rue de la Toscane",LA CHAPELLE-SUR-ERDRE,,44240,FR
969500031ZN84XZZSX93,NEXT4ONE,,"28, Avenue Gambetta",SEVRES,,92310,FR
9695004YPM3F6WLY3851,3A GROUP,,"99, Rue de Prony",PARIS,,75017,FR
969500HTL853L2ADAZ07,SEQUOIA,,"29, Grande Rue",NIVILLERS,,60510,FR
96950059TSJBJY4ML474,GC SEILLON,,"3, Cours Mirabeau",AIX-EN-PROVENCE,,13100,FR
969500V1QMZRANKMMT41,G I PARTICIPATIONS,,"14, Avenue de la Planche",MARSEILLE,,13008,FR
969500VGVPE4MJZHQN73,ASARINA HORIZON,APPT1141,"44, Rue Jean-Baptiste Berlier",PARIS,,75013,FR
969500F1IR008JLOOP87,SCI 15 REMPART SAINT THIEBAULT,SAINT-THIEBAULT,"15, Rempart Saint -Thiébault",METZ,,57000,FR
9695005NVSY0A8MIJ112,BAROLO,,"165, Rue de Grenelle",PARIS,,75007,FR
9695002M3CKIFBIQMI82,ALLAW,,"4, Boulevard Gabriel Guist'Hau",NANTES,,44000,FR
969500C2AXTQ9TAEDU62,CAPSIM INGENIERIE DE LA SIMULATION,"11 BOULEVARD DE LA GRANDE THUMINE, PARC D ARIANE E1",,AIX-EN-PROVENCE,,13100,FR
969500CAWWCP1SH89Z12,VINCENT AMBARD EXPERTISES,,"16, Quai du Canal",SAINT-GILLES,,30800,FR
9695009XICCBDXAPL793,VINTEGA,,"6, Rue des Bateliers",CLICHY,,92110,FR
969500DA25NKVMUQJC63,PYXL HOLDING,15B PROGRES,"15, Impasse du Progrès",CARRIERES-SUR-SEINE,,78420,FR
969500QXJOT3EGLC8H78,VO HOLDING,,"5, Rue de la Passerelle",BRY-SUR-MARNE,,94360,FR
984500DF39E8FB693A68,F&F RENOVATION,Saint-Vincent,"58, Chemin Saint Vincent",Neuilly-sur-Marne,FR-93,93330,FR
984500747406LD707W37,MATI,DE,"72, Rue Ratisbonne",LILLE,,59800,FR
894500AYS88OTJLL6E81,SCI 49 RUE DES BOURGUIGNONS,"Jette, DUPRE","7, Rue Dupré",ASNIERES-SUR-SEINE,,92600,FR
894500AAX24OVFGARA92,PEAVA,SAINT VICTORIEN,"17, Rue Saint-Victorien",LYON,,69003,FR
9845002C76540B92DA67,WENOVA ASSET MANAGEMENT,,"5, Rue de la Terrasse",PARIS,FR-75C,75017,FR
213800D7ALZYE86KA305,CHAUME-SOLAR,,"16, Boulevard Montmartre",PARIS,FR-75C,75009,FR
9695001POI6HG52UKS58,BSH,177,Boulevard Clemenceau,MARCQ-EN-BAROEUL,,59700,FR
969500KUHUEGN12KAI50,OLIVIER GARCIN,,"260, Rue Joseph Vallot",CHAMONIX-MONT-BLANC,,74400,FR
969500VLTMXBR1XELH50,TON THAT HOLDING,,"111, Rue Brancas",SEVRES,,92310,FR
969500XHQRY3BFAQ9N80,LVF,CHEMIN DE LA TUILIERE,,ROGNES,,13840,FR
969500YDY4JRS33TI126,CONSEIL PATRIMOINE CMK,,"91, Rue Villiers de l'Isle Adam",PARIS,,75020,FR
969500GKICPDIQWJTR67,LA BELETTE,,"5, Rue de la Tuilerie",GUEWENHEIM,,68116,FR
969500EQ7K59MYQZ3B80,MAR-ELO HOLDING,SAINT-HONORE,"229, Rue Saint-Honoré",PARIS,,75001,FR
969500NOP375SYFFNL57,NOVAE,"30 RUE DU BOIS MOUSSAY, ZAC DU BOIS MOUSSAY",,STAINS,,93240,FR
9695009LXDL4AMQFXC95,KAPI-KONCEPT D'AUTOMATISMES POUR L'INDUSTRIE,"3, 1-3","1, Rue Pierre Emmanuel",DOMONT,,95330,FR
9695001GJX6EPCK20H68,HOLDYNAMX,"Fleurus, 5B","5, Rue de la Guinguette",CAPPELLE-EN-PEVELE,,59242,FR
969500FNQ0MGDPEW2230,KAMP ALLIANCE,,"1, Rue Pierre Emmanuel",DOMONT,,95330,FR
969500WPX28WO3WZM916,GALAXY NUISIBLES,"129 RUE SAINT JEAN, IMMEUBLE LE CANDELON",,BRIGNOLES,,83170,FR
96950003F9NABP3A9Y07,CAUMON NICOLAS,HOPITAL PRIVE SAINT FRANCOIS,"8, Rue Ambroise Croizat",DESERTINES,,03630,FR
9695002XKGHN4XKH7008,HOLDING ARNAUD - H.A.,,"7, Cami de Buret",LABASTIDE-CEZERACQ,,64170,FR
969500NBZOGTSX1IGM45,FH2L INVEST,PARE,"29, Rue Ambroise Paré",BOURG-LES-VALENCE,,26500,FR
969500X0AJJ1L3PC8978,FINANDE,,"6, Rue du Haut de la Cruppe",VILLENEUVE-D'ASCQ,,59650,FR
969500NW1ONVOOZHQQ78,SCALEND,10,Rue Victor Basch,VINCENNES,,94300,FR
96950040Z3GOSGXSV279,VIFYRA,,"47, Avenue Henri Ginoux",MONTROUGE,,92120,FR
969500FRXPDGYD9I8B92,PULSARIT,FRANCOIS IER,"60, Rue François 1er",PARIS,,75008,FR
969500VV1HCLN671FP86,ELBO ASSET MANAGEMENT,13,"11 bis, Rue Elzevir",PARIS,,75003,FR
969500DVOU1EHBB7YS76,ALGOKODE,SAINT-HONORE,"229, Rue Saint-Honoré",PARIS,,75001,FR
969500P9GIPLESAJ3Q63,CANDID & YOUNG,,"7, Villa de Guelma",PARIS,,75018,FR
969500TK7QLTVJZZ8U60,SESA SYSTEMS INTERNATIONAL,"170 AV GALLIENI, LA BEUVRIERE",,MONT-SAINT-AIGNAN,,76130,FR
969500N87O6Q56DH4886,SC THAD,"Goutroux, PECHERS","12, Rue des Pêchers",MONTESQUIEU-DES-ALBERES,,66740,FR
969500HYWWTVUZ7DXS68,IRUS,"16 RUE L’ILE, P.A. NAUTIPARC",Île de la Jument,BADEN,,56870,FR
969500795IKHZ0ZQPG49,LR INVEST,Bruxelles,"1, Rue de l'Industrie",BETSCHDORF,,67660,FR
969500LCIP4OU80P4N55,HOLDING FINANCIERE BLV,,"9, Avenue de la Loire",MONTSOREAU,,49730,FR
969500QYASNLW4TR4E69,H.H. FINANCES,5 RUE ROBERT SCHUMAN,,SAINTE-SAVINE,,10300,FR
969500LRBMXB2UT21X59,FRUIT TECHNOLOGIE,ANDRE,"10, Rue André Gilles",PESSAC,,33600,FR
9695004SZYPDSM1U6O90,2XI,,"17, Rue des Druides",SENANTES,,28210,FR
969500CETM7QO2U8ZD88,CHATEAU LA CASTILLE,RD554 FARLEDE A CRAU,Domaine de la Castille,SOLLIES-VILLE,,83210,FR
969500IAVB05DYNGED97,CONCILIUM EXPERTISE ET FINANCE,,"1065, Avenue Eole",PERPIGNAN,,66100,FR
969500162209ZHKQQT74,LKS INVESTISSEMENTS,,"25, Rue Robert Frappesauce",SAINT-GERMAIN-EN-LAYE,,78100,FR
9695001418FTE1I1CG38,ARGOS CAPITAL,,"16, Place des Quinconces",BORDEAUX,,33000,FR
969500TWTL4FTR8AJJ07,EMMAGEST,,"3, Boulevard de la Roche du Roi",AIX-LES-BAINS,,73100,FR
969500RFWDC4GH4O4O55,SAS NADOLIV,,"40, Rue de la Tour",EVRY-COURCOURONNES,,91000,FR
9845001ED08F4FMC6Q09,VAL'AUTO,LAUDIERES,"53, Rue des Laudières",VINEUIL,FR-41,41350,FR
894500AGB2CK7S02NQ30,DU BAS DE LA CENSE,,"7, Rue Louis Cochet",SAINT-HILAIRE-AU-TEMPLE,,51400,FR
254900GJYWTEKL054405,LA FALAISE,,"8, Avenue Paul Doumer",ROQUEBRUNE CAP MARTIN,FR-PAC,06190,FR
984500E0177159D8B656,Robri deco,,"2, Rue Guillaume Colletet",RUNGIS,FR-94,94150,FR
894500ABJ8BRFCRTDI69,INTERGESTION CONSEILS ET FINANCE,"Schaerbeek, Av Marechal","58, Avenue Maréchal Foch",TOULON,,83000,FR
894500ABDORZSDFXPY04,JACQUEL ENVIRONNEMENT ENERGIE,,"7, Rue d'Epinal",LA VOGE-LES-BAINS,,88240,FR
8945008KPOAIYY52EU23,MG Holding,"Bat B, Bruxelles, Saint Michel","31, Rue Saint-Michel",ST AVERTIN,,37550,FR
2138003ONRINSJ6UQS12,ST OUEN PROPCO,"TOUR PACIFIC-PARIS LA DEFENSE, 11-13","11, Cours Valmy",NANTERRE,FR-IDF,92000,FR
969500SW7QH96JH3C914,BELLIMMO,23B LOTISSEMENT,"23, les Jardins du Beal",GARDANNE,,13120,FR
969500TKASY1B4TAD219,KRONOS,LEON,"11, Avenue Léon Bourgain",COURBEVOIE,,92400,FR
9695003WDIIINZHHTZ53,MGS GESTION,,"1, Avenue du Président Wilson",LEZIGNAN-CORBIERES,,11200,FR
9695006B9IWQXX0Q0J20,FONDS DE DOTATION MELIOREM,,Avenue Sainte-Marie,SAINT-MANDE,,94160,FR
969500SCSZB7AUXRR186,AQUITOURISME,,"26, Rue Latour",BORDEAUX,,33000,FR
9695009HW1QIY026FP33,SAS HOLDING HENNEQUIN,Namur,"27, Avenue Reine Astrid",CANNES,,06400,FR
969500S00BQ184QK6I64,FINANCIERE DE LA JACHERE,"182 LE TRONCHET, LA JACHERE",,NEUVILLE,,63160,FR
969500XTVRP8X8KOEL59,SRVG,"17B CHEMIN DE LAVENE, LIEU-DIT LE PIOCH",,PUECHABON,,34150,FR
969500KR66779V3YLD28,LYNJ-50,,"2, Rue de Concise",SAINT-JAMES,,50240,FR
9695009ZEULLB0KYDL22,ACHX HORIZON,,"9, Boulevard Morland",PARIS,,75004,FR
969500Z0Z8X9DUV6Q590,STRATEGIS SMI,"30 AVENUE PAUL SIRVENT, LE BOCAGE- LE MAIL",,PLAN-DE-CUQUES,,13380,FR
894500A051OY6QCQYE78,SARL LAMBERT,8,Avenue de la Gare,BESSE-SUR-BRAYE,,72310,FR
8945004FO0RD0YPX1214,AVJC,,"1, Rue Jacques Offenbach",LE MANS,,72000,FR
984500D013C5DF550804,JYTEC,,"16, Rue Pierre Semard",HAGONDANGE,FR-57,57300,FR
984500BE0A360CQ3DE79,JOUVIN IMMOBILIER,,"4, Rue de la Blancherie",ARTIGUES-PRES-BORDEAUX,,33370,FR
894500A3OJBLVAXZ0648,HEXAGONE TRANSPORT SAS,,"244, Boulevard Barthélémy Abbadie",Saint Victoret,FR-13,13730,FR
8945006P9TS9D3LXTI58,happy patrimoine,,"7, Rue Paul Bousquet",BERGERAC,,24100,FR
8945009ZTYLEWROZNA45,2S EXPERTISE CONSEILS,RUE du,"1, Le Champ de la Vigne",ANNECY,,74600,FR
8945009ZZI56JR0VAU25,GAGC 2,,"3, Avenue de Binghamton",LA TESTE-DE-BUCH,,33260,FR
984500X525CB1070CF81,BOUDH TECH,FRANCOIS IER,"60, Rue François 1er",PARIS,FR-75C,75008,FR
984500FC2JBC1FK2E572,SARIMMO,,"7, Rue Henri Vincenot",SAINT-APOLLINAIRE,FR-05,21850,FR
969500R7RFP5FJ79BR06,DES CIMES,"2 RUE SIMONE VEIL, L'AMIRAL",,BASSENS,,73000,FR
96950077GCINNTWD7Y57,VIP SERVICE,ALLEE,"8, Allée du Bois d'Arcy",ANDERNOS-LES-BAINS,,33510,FR
969500ES499P6WE4O322,THOXENCE,,"4, Rue du Champ de Courses",PAIMPOL,,22500,FR
969500QEZ8M07UEY1M79,UNDERSCORE,IMPASSE PRIMEVERES,"45, Passage des PrimevèresPassage des Primevères",SAINT-SAVIN,,38300,FR
8945005TEF4C7YAXDI29,CTARDY,"Estaimpuis, B","2, Rue Jean Lefebvre",LA FRETTE-SUR-SEINE,,95530,FR
969500A3SM3OL1ONGP98,LEASECOM,"IMMEUBLE LE, IMMEUBLE LE PONANT","19, Rue Leblanc",PARIS,,75015,FR
9695008U17WEJJU66F37,SOCIETE CIVILE ITHAQUE,DE,"4, Avenue du Poitou",SCEAUX,,92330,FR
969500EOVXB5PRGYIJ47,MELDO,ZAC DU,Champ de Foire,MELUN,,77000,FR
9695005DG5C34PEC8723,MYHABITAT,LA BELLANGERIE,,MEURCE,,72170,FR
969500MP2CSFGNDJ6J89,LVV INVEST,,"1, Rue de Stockholm",PARIS,,75008,FR
9695000SL78XFO3TNG06,CREUILLY & CAP,RUE,"57, Babin Road",BORDEAUX,,33000,FR
8945009ML9DE0DBDDI62,ACEPCONSULTING,8 rue Simone Veil,,Saint Ouen Sur Seine,,93400,FR
89450099CK5D3YXR3Q06,RACKFLOW,,"24, Rue Parmentier",CHOISY-LE-ROI,,94600,FR
8945009MQSX5NCN91271,SC J2CHB,2 allée de la Réunion,,Nantes,,44300,FR
8945009BCMACEQ86LY58,NEW SCDV,Peyrieret,,SAINT-CONSTANT-FOURNOULES,,15600,FR
8945009B72QKRQWAYE28,AYERS,,"5, Rue Choron",Paris,,75009,FR
8945009AKWJI7TKSC625,SCI TEMPLAVOYE,,"24, Rue Octave Feuillet",PARIS,,75016,FR
984500F7O9084513F409,SCI NOURI,GUE,"33, Rue du Gué d'Orient",SAINT-WITZ,FR-95,95470,FR
969500SB6SI54N11AQ96,C C L E,,"82, Rue des Lilas",REMY,,60190,FR
969500T7FFZ8MI56GH69,PMH,,Chemin de Verdunenc,ONDES,,31330,FR
969500VO00UIUUANGR83,DECAYEUX TECHLAM,,"15, Rue Alain Savary",BESANCON,,25000,FR
9695003ATPKUJPLUW766,FINANCIERE BM 26,L'ABBE,"3, Rue de l'Abbé Pouchard",SAINT-MANDE,,94160,FR
969500IE1X3NQHJI5J83,SAS MERCURE,,"34, Boulevard des Italiens",PARIS,,75009,FR
969500O43O1HF35ELQ92,SAS HESTIA,,"34, Boulevard des Italiens",PARIS,,75009,FR
969500HK15E6V88C4M19,OPUNTIA,,Impasse du Pont d'Aran,SANARY-SUR-MER,,83110,FR
9695002H3LNUA9MC1C58,LUCIEN PAPOUM,BENATIERE,"46, Rue de la Benatière",SUCE-SUR-ERDRE,,44240,FR
969500EAR7MZDSLBMC44,DOCUMENT FACTORY,C.CARLSON ZAC MOULIN DES LANDES,"2, Rue Gutenberg",SAINTE-LUCE-SUR-LOIRE,,44980,FR
969500M5W80C4VCZ8Y35,ATLANTIC-WEST,"2 RUE GUTENBERG, LANDES-CENTRE CHESTER CARLSON",,SAINTE-LUCE-SUR-LOIRE,,44980,FR
969500PO0O321AO7E514,ESCRIMES,PRESSENSE,"158, Avenue Francis de Pressensé",VENISSIEUX,,69200,FR
