RegistrationNo,CompanyName,BuildingNumber,StreetName,TownName,CountrySubDivision,PostCode,Country
9695009HJJUUV0V3L577,FRANCOIS CAPITAL & MANAGEMENT,RUE GENERAL,"22, Avenue du Général Leclerc",AIRE-SUR-LA-LYS,,62120,FR
969500TSUS0CF9R37M84,EQUIPES,FAURE,"7, Square Gabriel Fauré",PARIS,,75017,FR
969500OJB267AOEZF102,DUJARDIN INVESTISSEMENTS,,"19, Domaine de la Croix Blanche",LINSELLES,,59126,FR
969500HI7492RMZ81312,JMA CONSEIL,,"25, Rue Duranton",PARIS,,75015,FR
969500M6MIBDWDQOT965,SCI LE SOLEIL,,"6, Route de Strasbourg",ACHENHEIM,,67204,FR
9695008WPZ8SAIC9CR48,SELARL AF KINE,,"222, Rue du Jonchay",ANSE,,69480,FR
969500FETEVXYKC8GA71,HOLDING GOUX,,"12, Rue de Vesoul",ROSEY,,70000,FR
9695002AJ4HV2L6VS710,ORIGINE CYCLES,,"550, Rue Marc Jodot",ROUVIGNIES,,59220,FR
969500IM0WF7F7WYP775,DAL MORO INVEST,CELESTINS,"77, Avenue des Célestins",VICHY,,03200,FR
9695006LN1WCZS6DN464,POLYMATIC,,"9, Rue du Faubourg Saint-Denis",PARIS,,75010,FR
969500A009N7A4LZ4X98,ELYKOID HOLDING,LD LE GUILLY,,POULLAOUEN,,29246,FR
969500HA5D3HQG4ZOJ21,24 SEPTEMBRE CAPITAL,LA GUITTIERE,"251, Rue Des Sternes",TALMONT-SAINT-HILAIRE,,85440,FR
969500W2QKOTAO7FJ996,AGS FINANCE,,"9, Rue Perronet",NEUILLY-SUR-SEINE,,92200,FR
969500LKZU25ABQA7X91,AETOS CONSEILS,,"302, Rue du Moriot",MONTANAY,,69250,FR
2549000L6K8PVTUPC622,Hitachi Vantara SAS,,"21, Rue Camille Desmoulins",Issy-les-Moulineaux,FR-IDF,92130,FR
984500B506F9CP837528,BEAUJOIRE AUTOMOBILES,,"33, Rue du Champ de Tir",NANTES,FR-42,44300,FR
8945000I66GDAJENPN32,JELDAN,,"2, Rue Emile Parrot",Belfort,,90000,FR
969500ZU2HYBWVH6ZD36,BOTA,,"1, Rue du Berry",VERTOU,,44120,FR
9695001NXG8D2E58XG87,OSMO OPPORTUNITES III S.L.P.,,"18, Rue Jean Giraudoux",PARIS,,75016,FR
969500E9Q0YADSI81635,BIREDIS,,"18, Rue Branly",NANTES,,44000,FR
969500VSNR7CMKS66P40,EUROPEAN DIGITAL READING LAB,,"14, Rue Alexandre Parodi",PARIS,,75010,FR
969500EHNJKK0NKNRK27,LA COULONNADE,,"6, Rue Charles Nodier",PARIS,,75018,FR
969500G1MXH4X4T4D039,HOLDING THOMAS GRANGETTE,,"5, Chemin des Blancs",MOUXY,,73100,FR
969500JIU3DJXD7BIL98,BERETERBIDE CONSEILS,,"16, Boulevard Pereire",PARIS,,75017,FR
969500RA35R98GT8SO86,SAGA INVEST SC,,"63, Rue Rebeval",PARIS,,75019,FR
969500A2FDWHN2NGP356,FJ COHORTIS,ALLEE,"12, Allée de la Bringaille",CHOLET,,49300,FR
9695007X0RXAOI0VS038,CENTRE HOSPITALIER REGIONAL D'ANGERS,,"4, Rue Larrey",ANGERS,,49100,FR
969500902OEODKZN4344,THREEVISION,15 ALLEE ANDRE DERAIN,,SAVIGNY-SUR-ORGE,,91600,FR
969500SBY87TK1NII170,L.V.L.F.,"VIEILLE, HAMEAU COLOMBEYROLLES","125, Chemin de la Font",SAINT-THEODORIT,,30260,FR
969500RW3BBU5GLBOZ41,MOON,,"164, Boulevard Haussmann",PARIS,,75008,FR
9695003JP7MU3TKZZI61,NTICO OPERATION,,"2, Rue Haddock",VILLENEUVE D'ASCQ,,59491,FR
969500W3REGCPLXXA007,AMIS DES AVEUGLES ET DEFICIENTS VISUELS,,"1, Rue du Docteur Rafin",LYON,,69009,FR
969500C78K8VZ6JBYP29,DGISCB,"8 RUE DE L'AMITIE, IMMEUBLE LE THALES",,SAINT-DENIS,,97490,FR
969500RK1WBQI2H3VX33,OBJECTIF BUZZ,,"134, Route des Montets",VAULX,,74150,FR
969500DLSWMIJRB58Q60,HIFE 24 IMMOBILIER,,"38, Rue Jacques Ibert",LEVALLOIS-PERRET,,92300,FR
9695007HHH0V93W8UN86,KLEY ROUEN IMMOBILIER,,"38, Rue Jacques Ibert",LEVALLOIS-PERRET,,92300,FR
969500UUIPQJNLZPU631,KLEY IDF 24 IMMOBILIER,,"38, Rue Jacques Ibert",LEVALLOIS-PERRET,,92300,FR
9695007AVWW4MLH80D23,MISTRAL GAGNANT,,"108, Avenue du Peuple Belge",LILLE,,59800,FR
969500AT3XW0R31B1770,KLEY NORD IMMOBILIER,,"38, Rue Jacques Ibert",LEVALLOIS-PERRET,,92300,FR
969500GVAFEPL8TA6K26,KLEY CERGY 2 IMMOBILIER,,"38, Rue Jacques Ibert",LEVALLOIS-PERRET,,92300,FR
96950012JJMMFY8O2J61,HIFE 22 IMMOBILIER,,"38, Rue Jacques Ibert",LEVALLOIS-PERRET,,92300,FR
969500H61HSGPBG8GZ43,SOLIHA GRAND PARIS,PACTE DE,"29, Rue Tronchet",PARIS,,75008,FR
969500HPP3EW5LFGHB75,CRAP CAHIERS PEDAGOGIQUES,RECAMIER,"3, Rue Juliette Récamier",PARIS,,75007,FR
969500DENVTVW6IFQC03,SCI LOISIRAMA,CHEZ M. F. GARDEBLED,"2, Rue Paul Doumer",CORMONTREUIL,,51350,FR
969500IWAYFAFTPLDO79,AMBULANCES CORTENAISES,"VC QUARTIER CHABRIERES, ZONE ARTISANALE",,CORTE,,20250,FR
96950018FZEQTCQN7I71,CONSEIL MANAGEMENT GESTION,"La Plaine, 3 RUE MARIE DUPIL, IMMEUBLE NOTEX- LA PLAINE PETIT MANOIR",,LE LAMENTIN,,97232,FR
969500GAI47WYX9MEJ83,SOTRIEM INVESTISSEMENT,137 CHEMIN DU GUE,,MESSIMY-SUR-SAONE,,01480,FR
9695009CSQJOPWPRQ708,BERTHET SKIS,,"168, Route du Front de Neige",LES GETS,,74260,FR
9695006NVHVLB2EE8K16,MAGUIDA,,"2, Rue des Vosges",MONTREUX-CHATEAU,,90130,FR
96950080H0B9LLU9CB88,LAMBERT RENAULD HOLDING,,"3, Rue Georges Lacombe",VERSAILLES,,78000,FR
9695004E2XWL7ENKBL59,MOON,"RUE DE, DARWIN ECOSYSTEME","87, Quai des Queyries",BORDEAUX,,33000,FR
969500Q82XP3Y31KQS57,H2O MAINTENANCE,BESSIERES,"45, Route de Bessières",L'UNION,,31240,FR
969500VPCXT45UOYAJ47,ANTORIS,BEAU SEJOUR,"178, Vallon Beau-Sejour",TOULON,,83000,FR
9695002FO54JZ0ZJ4Y81,LE GRILLON,,"4, Rue Docteur Maret",DIJON,,21000,FR
969500NSZGTOPBCUIL97,HAMPARTZOUMIAN,,"1, Rue Xavier Sigalon",UZES,,30700,FR
969500ET4FLPLVZS8F42,SAINT-ISIDORE,VILLA 5,"502, Chemin de la Calade",TOULON,,83000,FR
969500ZZNX5TPCKST207,IORANA,,"56, Chemin du Sartre",LEOGNAN,,33850,FR
969500PFAOHT6CD86P29,TRANSCEND INVEST,PERI,"19, Avenue Gabriel Péri",BEZONS,,95870,FR
969500BVZAP3LA40BY51,PVMS,,"90, Rue Rivay",LEVALLOIS-PERRET,,92300,FR
969500JF6WE90VUIBL64,H2JD,IMPASSE PREVERT,"7, Rue Jacques Prévert",COUTERNON,,21560,FR
9695004P6CYM6SZVT972,STILBON,"19, 7-19","7, Rue du Docteur Germain See",PARIS,,75016,FR
9695006M7ZWCDEQHKM42,LATITUDE IMMO,3 AVENUE DE LA GARE,,CONCARNEAU,,29900,FR
969500Y0MLT1W4NSBR64,SMD HOLDING,,"33, Chemin de Pichelebre",CESTAS,,33610,FR
969500CU1CEJSKKQZ151,BSV IMMO,LOMME,"1, Rue Giraud",LILLE,,59160,FR
969500UHQM0UKFH2SG26,FRIGGRAYAS,L' AMIRAL,"9, Rue de l'Amiral Hamelin",PARIS,,75016,FR
969500QMEV5CAM683F26,SELARL DU DR REPETTO,,"1, Rue des Oliviers",SAUSSET-LES-PINS,,13960,FR
96950093THP73PLAD990,PONS ATOUT,ECOLES,"12, Rue des Écoles",SAINT-GEORGES-D'ORQUES,,34680,FR
969500GIZUJB2N2NGS98,D.T.M,CHATEAU DE GOUE,,FOUGEROLLES-DU-PLESSIS,,53190,FR
8945000YYDB1VIDI1772,CHELSEA,,"1, Rue Rennequin",PARIS,,75017,FR
98450053B4B707FC0F86,GLEV,JOLIOT-CURIE,"17, Rue Joliot Curie",SAINT-JOACHIM,FR-44,44720,FR
8945000UY9139ZSN0R59,NIMA,,"38, Rue de Turbigo",Paris,,75003,FR
8945000V9C4MJYGEBV24,LA CAVE DE BENOIT,,"28, Rue des Glairons",SAINT-MARTIN-D'HERES,,38400,FR
8945000VKF85TX45MZ77,SOCIETE CIVILE DE PORTEFEUILLE EAGLE INVESTISMENT,,"10, Rue des Prairies",VICHY,,03200,FR
8945000YC73ZBL1ZEZ92,CABINET CHRISTINE COSTARD,,"19, Avenue Foch",VINCENNES,,94300,FR
8945000Y6NK7OLQ3RF80,ARCANSECURITY,,"535, Route des Lucioles",VALBONNE,,06560,FR
8945001IIC1JY5A64R75,HADJEDJ,,"22, Impasse Bonnasse",Marseille,FR-13,13012,FR
8945002MDZ9EABQWLN19,Conseil Organisation Distribution Ergonomie,177,Rue de Paris,MONTLIGNON,,95680,FR
894500139KOJQZM4CR58,R-ENERGIE VERTE,,Chemin de Bizet,Marseille,,13016,FR
894500161CKD8NJY4R73,PIECAR,ROUTE DU VILLAGE,,OPIO,,06650,FR
89450016CFNWIM7PFV81,EXIM DEVELOPMENT,7 IMPASSE JEAN FERRAT,,BELLEVILLE EN BEAUJOLAIS,,69220,FR
89450016HZ7O5LJL3F25,JLDJ EXPERTISE,SERAMY,"3, Avenue Paul Séramy",VULAINES-SUR-SEINE,,77870,FR
89450016NIRFSKVGQZ51,HERMES TOURS,,"106, Avenue Emile Zola",BOULOGNE-BILLANCOURT,,92100,FR
89450016T2B7FK7CEJ48,SCI DU MAÑ,2 RUE DES PINS,,LA TURBALLE,,44420,FR
89450017F8I9ZHIV0R22,SCI BONIN ET FILS,LE CHAMPETRE,"11, Route de la Vallée",BAUGY,,71110,FR
89450017KS21MGUQOB95,LA FINANCIERE DU MARAIS,,"23, Rue d'Arras",SAINT-OMER,,62500,FR
984500D4B9C4B5T48F69,LEANPLAST,"LD ""LA MAISON NEUVE""",,SAINT-PARDOUX-SOUTIERS,FR-79,79310,FR
8945001T4SXIZV1UA389,MS CONSEIL,,"6, Rue de la Garrigue",Mudaison,,34130,FR
8945001U7LRWGQCZUZ64,HOLDING SERGE GHILLET,LE,"3, Chemin de la Chasse",CHERMIZY-AILLES,,02860,FR
8945002PRXCABX08ZV18,ginkgo,62 avenue du Vieux Chemin de Saint Denis,,GENNEVILLIERS,,92230,FR
969500N85M44SRN9FH20,SOFIRO,,"189, Avenue de Brigode",VILLENEUVE-D'ASCQ,,59650,FR
96950092722IWKRJY019,SCI MANFER,,"65, Boulevard de Courcelles",PARIS,,75008,FR
9695004092DQ0NUF8M37,MONDE SANS FRONTIERE,,"24, Rue de Moscou",PARIS,,75008,FR
969500LIS6WE1YG70C96,AGENACTION,56 IMPASSE LARRAMENDIA,,MOUGUERRE,,64990,FR
9695009T33KAX5UBT702,FREDOKINE,,"18, Rue Joseph Cugnot",BOURGOIN-JALLIEU,,38300,FR
969500SVNXYK1SVTGD19,DD HOLDING,,"33, Chemin de Pichelebre",CESTAS,,33610,FR
969500YDV7IY6JPZVH54,SSQC INVEST,"Bruxelles, 12, C/O ORIAL",Quai du Commerce,LYON,,69009,FR
969500M74VHZC6ZMVR95,SELARL DU DOCTEUR MATHIEU PONS,"87, PERE, LE PREVOST - BAT B APT 87","336, Avenue du Père Soulas",MONTPELLIER,,34000,FR
969500F8830E6RXZ4420,TY BAPT,11 KERNOBLE,,MILIZAC-GUIPRONVEL,,29290,FR
969500BI4SH4MT7FP618,2B,,"11, Route des Andouzoirs",CHASSIGNY,,52190,FR
969500SXVZP3DFYN9C49,BS BOIS,,"2, Lotissement des Iris",LAROQUE,,34190,FR
969500BA31CK0WPKH303,VILLA CLEMENCEAU,,"9, Avenue Jean Moulin",VEULES-LES-ROSES,,76980,FR
969500MLLBZXYF1ZDU19,MPII-COI-JEISYS SLPS,,"9, Rue des Cuirassiers",LYON,,69003,FR
9695009BYDF9JHHL2661,DIGITAL FORCE,MARECHAL,"36, Rue du Maréchal Foch",ROUBAIX,,59100,FR
969500O1E2CVOUTQUZ15,RLC-HD,FREDERIC,"37, Boulevard Frédéric Mistral",SALON-DE-PROVENCE,,13300,FR
969500KB6JIWPR04LL35,SOCIETE CIVILE D EXPLOITATION AGRICOLE FORGERON,RTE LD CHEZ RICHON,"11, Route de Bouteville",SEGONZAC,,16130,FR
969500C9GOCPB1G30V81,AU GRE DU VENT,244 ROUTE DE L'HOTEL DU NORD,,MIMIZAN,,40200,FR
8945002DGHEV9ELWNF78,CLARINEO Sarl,,"30, Avenue Horace Vernet",Le Vésinet,FR-78,78110,FR
894500411MWZB7B6VF54,HPS international Group,,"23, Rue d'Anjou",Paris,,75008,FR
89450020ZHXOJWVONF85,Tooby Technology,Tooby Technology,"9, Rue de la Farigoule",Port de Bouc,,13110,FR
984500B9FBC61BBFEA97,SAFETY STRATEGY & DEPLOYMENT,,"3, Rue Emile Pelletier",TOULOUSE,FR-31,31100,FR
969500GG6JBCE63SA420,FIM GROUP,,"51, Rue Antoine Primat",VILLEURBANNE,,69100,FR
969500NDQHM1A5SHT177,JOSPEL,5Q,"5, Chemin Croix Monnet",SAINT-JEAN-DE-BOURNAY,,38440,FR
96950030K819GOMMRY86,D'AUTRES QUALITES,,"1, Rue Marie Drouet",VAL DE VESLE,,51360,FR
969500DM1JPBJ44UWC54,GRAND LARGE,THEOPHILE,"6a, Rue Théophile Schuler",STRASBOURG,,67000,FR
9695004D2A44E4OFNN90,JFO EXPERTISE,,"26, Chemin de l'Iscle",CHORGES,,05230,FR
969500MBCROZHL89PE57,SCI DOMAINE DE PONTILLAUT,"69 BOULEVARD RICHARD LENOIR, CHEZ M GOFFI ALAIN",,PARIS,,75011,FR
969500HZO5AW9GPCN110,SPEE TRAVAUX,LIEUDIT LA FOLIE,,O-DE-SELLE,,80160,FR
9695007GF0TI7P6UKM36,LUIS SAS,ANDRE,"47, Rue André Bollier",LYON,,69007,FR
9695002MKGIMXRSXOZ96,HGD-AMENAGEMENT,,"20, Rue Lavoisier",PONTOISE,,95300,FR
969500DIZDP46X71RZ07,VIOLETTE,ALLEE,"64, Allée des Cistes",ROQUEBRUNE-SUR-ARGENS,,83520,FR
9695001WO77FIBRUXW11,SCI PARIS DUMONCEL,REMY,"26, Rue Rémy Dumoncel",PARIS,,75014,FR
969500RNYA4M8DNDAV09,LA MURAILLE DE CHINE,,"138, Avenue Albert Raimond",SAINT-PRIEST-EN-JAREZ,,42270,FR
9695006W3G9PH63DIJ53,GLOBALSI,PRE LAFONT,"6, Chemin de Pré-Lafont",PRUNIERES,,05230,FR
969500QSGG3IF1LOTS68,EXAIOPS,CS 48756,"58, Rue de Monceau",PARIS,,75008,FR
969500MMC5OW0V6RBV36,PEPYTES,755 LA ROQUE TRAOUCADE,,VENTABREN,,13122,FR
969500TGE3UBMIFX8223,T.R. ADMINISTRATIF,,"84, Chemin des Bordages",ARNAGE,,72230,FR
969500QH3WS4RCP70090,PROD'AIL,,Les Sabarots,CHABRILLAN,,26400,FR
969500URXHCUFK39K160,POILLY METALLERIE,,"6, Rue du Puits",BOUILLANCOURT-EN-SERY,,80220,FR
969500PKIWPT4W8D5847,PROM UCF,PEROUSE,"9, Rue La Pérouse",PARIS,,75016,FR
9695001LNHM1V72WHN85,NOVIREST,LD STRETTE LA ROCADE,Boulevard Louis Campi,AJACCIO,,20090,FR
9695007RZ1X1IC2J3I25,50 DEGRES,2456 BOIS SERGENT MONTEBELLO,,PETIT-BOURG,,97170,FR
969500FQA9FOTAILQH13,SOGETREL,,"143, Avenue de Verdun",ISSY-LES-MOULINEAUX,,92130,FR
969500RKVFAY1Z2MBZ35,PURELENDE,37 CHEMIN DU COTEAU DE FONTBAZI,,DONNEVILLE,,31450,FR
969500XDRJT69P5TN665,CEFRI,"41, 39-41","39, Rue Louis Blanc",COURBEVOIE,,92400,FR
969500ZJRZW7KCQZQ432,HOLDING PERROUIN,,"60, Rue Camille Desmoulins",TOURS,,37000,FR
969500OZK4ZEITWZ1Q22,EARL ROUGIER,"568 RTE DES VIGNES, LE MAINE VIGNOU",,CHAMPAGNE-ET-FONTAINE,,24320,FR
969500AYUACOVZ8N1874,LOTISUD,ALLEE,"38, Allées Maurice Sarraut",TOULOUSE,,31300,FR
969500ON8T1IG1QSC175,SELAS PHARMACIE CAP 3000,EUGENE DONADEI,Avenue Eugène Donadeï,SAINT-LAURENT-DU-VAR,,06700,FR
9695001NFX03Z6EA2R80,JVF PARTNERS,BOETIE,"128, Rue La Boétie",PARIS,,75008,FR
969500PRRNG008ADVX16,HDS,PREVOYANCE,"3, Rue de la Prévoyance",BESANCON,,25000,FR
96950091JOD6DIIJ2318,VELCRO INVEST,,"650, Chemin des Vayoux",AURIBEAU-SUR-SIAGNE,,6810,FR
969500V4MS0XGW0M4P84,PHARMACIE ROCHETTE SNC,REPUBLIQUE,"26, Rue de la République",LE CHEYLARD,,7160,FR
9695002F4BP2IZR99690,KAYEL,,"67, Rue du Montparnasse",PARIS,,75014,FR
969500KAU1CRRCPWY473,ROVAL,,"11, Rue de la Vesgre",OULINS,,28260,FR
969500029AS4LYVORB28,LA BOUGIE,,"11, Rue de la Vesgre",OULINS,,28260,FR
9845000BF7444139EC84,NEW CO SAB 462,SEBASTOPOL,"3, Boulevard de Sébastopol",PARIS,FR-75C,75001,FR
8945001JL4VXF0LBPN35,KRISTALY,,"26, Rue des Rigoles",PARIS,,75020,FR
984500CF86Q6F097C214,URBANNIMMO,,"217, Chemin de Coule",BONNE,FR-74,74380,FR
8945001K1RJ8BYKYOB79,SELAS JALLAGEAS,,"11, Rue Henri See",RENNES,,35700,FR
8945001JW7ZGOZ930R78,HAUTECOMBES,,"6, Sous la Faye",SAINT-SILVAIN-MONTAIGUT,,23320,FR
8945001KIE6J8WKLMZ18,BOIS CONCEPT DEVELOPPEMENT,FUSILLES,"300, Rue des Fusillés",VILLENEUVE-D'ASCQ,,59493,FR
8945001KTHA2IV8CY390,I TECH TRANSFERT,,"36, Rue du Ballon",NOISY LE GRAND,,93160,FR
8945001LA3XDFT7ZWR56,PLUME,"Ixelles, GENERAL","43, Avenue du Général de Gaulle",MEUDON,,92360,FR
8945001LL70WPRVR7V21,JB Immo,,"6, Rue des Haudriettes",Paris,,75003,FR
8945001SZ9DRCVPYMJ71,SELARL VENTABREN ORTHODONTIE,,"26, Avenue Charles de Gaulle",Ventabren,,13122,FR
89450021LO4R3U779N04,SCHIMANO,FOLIE-MERICOURT,"52, Rue de la Folie Méricourt",PARIS,,75011,FR
89450025APB6FE4AYZ80,D L G C - 2E2C,RUE MAXIME GORKI 7,,LE BLANC-MESNIL,,93150,FR
89450025G8UY2DG6MJ69,BIO SAINT OUEN,,"141, Rue Jules Guesde",LEVALLOIS-PERRET,,92300,FR
9695007LAYVOVSPSBA38,UNIFER2025,,"10, Voie d'Angleterre",VITROLLES,,13127,FR
9695004Z9QS05ADJ2T19,C.E.P.E. DU HAUT PERRON,"330 RUE DU MOURELET, ZI DE COURTINE",,AVIGNON,,84000,FR
969500LSQ1RW8M0CCI50,ALCC HOLDING,,"29, Rue de Lorraine",MANTES-LA-JOLIE,,78200,FR
969500Q1G3XKL7UE2U91,SAMBUCA EXPERT,,"41, Rue Boissy d'Anglas",PARIS,,75008,FR
969500CI9KQ0DS8Q0148,CONTROLE INSTRUMENTATION AUTOMATISMES,MARECHAL,"30, Place du Maréchal Augereau",LA HOUSSAYE-EN-BRIE,,77610,FR
969500RD0N7SBZNRX369,SOLEAD INVEST,SERMANDIERE,La Sermandière,FOUGERES,,35300,FR
969500S4VWFIGR4UIE48,SOCIETE CIVILE DE SAINT-PIERRE,LES ROTTES,,ASSE LE RIBOUL,,72170,FR
969500FIK0SHWDE3TD12,ELECTRUM,D.,"30, Avenue Franklin Delano Roosevelt",PARIS,,75008,FR
969500JT1518ZBUM1D38,SAS DU PARC,,"21, Rue de Brest",RENNES,,35000,FR
969500EVD8M23CSDGL58,SENJA PARIS,,"16, Rue Pierre Brossolette",FONTENAY-SOUS-BOIS,,94120,FR
969500824SYKDX5XU498,32 RDP,,"58, Rue du Cherche-Midi",PARIS,,75006,FR
969500S4E8JISDCQ7O43,VANSGALACO HOLDING,,"11, Rue Fleury Panckouke",MEUDON,,92190,FR
96950064QUD1XLDBG681,GIRAULT,RESIDENCE,Résidence de la Croix Cambos,NIEUIL-L'ESPOIR,,86340,FR
969500G4G8X6FAOV7T39,LE PHENIX,74 ROUTE DE PARIS,,SAINT-OUEN,,41100,FR
969500NPZ0WWUJ0R6L22,INTRINSEC SECURITE,TOUR CBX 20EME ETAGE LA DEFENSE 2,"1, Passerelle des Reflets",COURBEVOIE,,92400,FR
9695006L8VGQ5HTVE166,MASSILIA SANTE SYSTEME,PORTS SUD,"2, Rue des Sports",MARSEILLE,,13007,FR
9695005HJNZB3N956Q63,MIMA,(CHAMPIGNY-LE-SEC),"28, Rue des Courances",CHAMPIGNY EN ROCHEREAU,,86170,FR
969500Z4UA64J4Y9TK98,EAP HOLDING GROUP,2 AVENUE GEORGES POMPIDOU,,GONESSE,,95500,FR
969500WH7B7D0SNZ6243,AVA,42B,"42, Rue Massenet",NANTES,,44000,FR
9695009A1OVJFZDW9K54,IRIDAG,21B,"21, Rue Bourgeoise",BOURRON-MARLOTTE,,77780,FR
969500KRG2LDKIXYXU65,CARDINAL PROMOTION,,"42, Quai Rambaud",LYON,,69002,FR
969500CF9WAOTU9UXS93,JJB DIFFUSION,"2 RUE JEAN PERRIN, 2-4",,GENAS,,69740,FR
9695002WB801NR71X752,SCI FIMARAIS,,"33, Rue du Temple",PARIS,,75004,FR
969500GNRTKHAQTAZS10,ALTO AUDIT ET CONSEIL,,"78, Avenue Tolosane",RAMONVILLE-SAINT-AGNE,,31520,FR
969500PJKFC7P4YFV850,FELICCITA HOLDING,,"78, Avenue Tolosane",RAMONVILLE-SAINT-AGNE,,31520,FR
969500QPG0IZEOXZ6589,SEM SUD DEVELOPPEMENT,COMMUNAUTE DE COMMUNES DU SUD TERRITOI,"8, Place Raymond Forni",DELLE,,90100,FR
96950060RJEOQFJO6M73,SESAME AUTISME NORMANDIE,,"25b, Route d'Houppeville",NOTRE-DAME-DE-BONDEVILLE,,76960,FR
969500L6Z0MQUMSWZ782,TOYS MOTORS LA ROCHELLE,"RUE PYTHAGORE, ZONE BELLE AIRE SUD",,AYTRE,,17440,FR
9695007R5RSREGIGJZ54,BK DEV,7B,"7, Route de Bissey",BUXY,,71390,FR
969500MVH9SDQCSPNX77,KOMPOSITE DATA GROUP,4 ANDRE,Avenue André Malraux,LEVALLOIS-PERRET,,92300,FR
969500X13198NDHTQW72,HOLDING M2L,TONNELLE,"7, Passage de la Tonnellé",TOURS,,37000,FR
969500LIW4KOD9GYW619,KURIOS,,"30, Rue de Rivoli",PARIS,,75004,FR
96950087HNMYOMB7NF35,ICS GROUP,,"1088, Route de Moniaz",SAINT-CERGUES,,74140,FR
96950058JAS5K5DM2W11,OPTIQUE SALERNO,"37, L'HOTEL, (35 - 37)","35, Rue de l'Hôtel de ville",RIOM,,63200,FR
969500MNU8M4H89J8817,A.B INVEST,,"4, Impasse Jean Perrin",CHENOVE,,21300,FR
969500Q0CU14DZIXKR85,SADIBOR,"Alger, D'ALGER","12, Rue G",LE MANS,,72000,FR
9695002FHJG4EZHQAC88,GUILLAUME FLEURS,,"38, Boulevard Joliot Curie",NANTES,,44200,FR
969500LRO9J7J2WVU177,SARL ZANUTTINI,"6, JAURES, 5-6","5, Place Jean Jaurès",SAINT-NICOLAS,,62223,FR
9695009DIF2765D3XJ11,COLIN CS,,"21, Rue de Bellevue",CHAMBORNAY-LES-PIN,,70150,FR
969500R1X0I0D0I56930,SOC CORSE DE MAREE PROD SURGE,"CAVONE, ZAC DU VAZZIO",,AJACCIO,,20090,FR
969500HV0IFVYMJVVZ72,HOLDCO SPARKLE,,"1, Mail Pablo Picasso",NANTES,,44000,FR
969500AHS7PYFGCXCD83,H.J.C,"CASATORRA, LOTISSEMENT U LUSTINCONE",,BIGUGLIA,,20620,FR
969500EM3JJ9S1FCPA33,HOLDING LUCAS,,Rue Denis Papin,PORT-JEROME-SUR-SEINE,,76170,FR
969500QBGPDYC1KTOV22,AVIDOC,ZAC VIA EUROPA EST,"8, Rue de Copenhague",VENDRES,,34350,FR
969500O20B40S0JPI977,BPCE ACHATS ET SERVICES,,"110, Avenue de France",PARIS,,75013,FR
9695008SKV3Y8HF7RP03,E-F,SAINT ANTOINE,"28, Avenue de Saint-Antoine",MARSEILLE,,13015,FR
96950031M22VQE93JZ23,ILABEW,,"71, Avenue Gaston Boissier",VIROFLAY,,78220,FR
969500EQ9XUC6MC8OS08,VIA BELENA,FRANCOIS,"27, Rue Jean François Champollion",BEAUNE,,21200,FR
969500U8RXPRI2207444,BIWALE,,"71, Avenue Gaston Boissier",VIROFLAY,,78220,FR
96950047TIQIRFLDTV39,LES FILMS DU 24,,"24, Avenue Charles de Gaulle",NEUILLY-SUR-SEINE,,92200,FR
969500BVMDIGQGFI7908,PMB CONSEIL ET INVESTISSEMENT,,"5, Rue des Bauches",PARIS,,75016,FR
96950050V6CMUTKC0F49,HERVE POUCHOL PRODUCTIONS,,"57, Boulevard de la Saussaye",NEUILLY-SUR-SEINE,,92200,FR
969500WECRB9BMSQGN83,SG INVEST,,"164, Boulevard Haussmann",PARIS,,75008,FR
969500MWZAH107SBFU68,SAKURA,,"149, Rue d'Antrain",RENNES,,35700,FR
969500RFVJ5M6EW95L58,YJA MANAGEMENT,JOSEPHIN,"38, Rue Joséphin Soulary",LYON,,69004,FR
969500AK3P49NSWZRO67,SCI DES 3 SOUAMS,,"645, Domaine de la Vigne",BONDUES,,59910,FR
984500DFZ15AE2B81E47,CMSS Moyeuvre,5A GRAMMONT,"5, Rue de Gramont",MOYEUVRE-GRANDE,FR-57,57250,FR
8945002B5C6COONPU364,Margot,,"19, Rue Victor Hugo",SAINT-DIDIER-AU-MONT-D'OR,,69370,FR
8945002BAVQ4BNZLHN55,PINSON-LANGE,BD,"136, Boulevard de Savigny",SAINT-HILAIRE-DU-HARCOUET,,50600,FR
8945002BGF9VYNBH5786,BENJAMIN DEBARD,Binche,"2, Place des Droits de l'Homme",SAINT PAL DE MONS,,43620,FR
8945002BLYTNLMNCSR48,Delgrange invest,79 rue de paris,,Montfort L'Amaury,,78490,FR
8945002BX1X6VLB43V32,INFORMATICA FRANCE,,"16, Place de l'Iris",COURBEVOIE,,92400,FR
89450021G4KZGUVBM329,ALICE PLUME,L'UNIVERSITE,"82, Rue de l'Université",PARIS,,75007,FR
89450039MZ6BOIKOEJ96,MA.PI,,"2111, Chemin Beauvallon",JURANCON,,64110,FR
894500383JONAP9VUZ22,NIAMOR,,"25, Rue de Ponthieu",PARIS,,75008,FR
8945002W8QEJ54V6H779,5 OCTOBRE,,"37, Avenue de la Belle Gabrielle",NOGENT-SUR-MARNE,,94130,FR
8945002NMBNJE6DXU386,GMH,,"53, Rue Claude Lorrain",PARIS,,75016,FR
8945002NXER2O51P5704,AVE RACINE,,"84, Rue de Lodi",MARSEILLE,,13006,FR
